ip,timestamp,url,protocol,status,bytes,referrer,user_agent,hour,day_of_week,minute,url_path_depth,protocol_HTTP/1.0,protocol_HTTP/1.1,status_type,status_client_error,status_server_error,status_success,method_GET,method_HEAD,method_OPTIONS,method_POST,has_referrer,is_bot,browser_chrome,browser_firefox,browser_other,browser_safari,browser_wordpress
162.158.158.139,2024-10-21 01:03:29,/.well-known/acme-challenge/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:29,/wp-admin/network/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:29,/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:29,/cgi-bin/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:29,/wp-content/updates.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:29,/css/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:29,/wp-admin/user/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:29,/img/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:29,/wp-admin/css/colors/coffee/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,5,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:29,/wp-admin/images/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:30,/avaa.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:30,/images/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:30,/wp-admin/js/widgets/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:30,/wp-includes/Requests/Text/admin.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:30,/wp-admin/css/colors/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:30,/wp-admin/includes/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:30,/wp-admin/css/colors/blue/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,5,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:30,/wp-admin/cloud.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:30,/updates.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:30,/libraries/legacy/updates.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:30,/libraries/phpmailer/updates.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:31,/libraries/vendor/updates.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:31,/alfanew.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:31,/wp-content/plugins/Cache/Cache.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:31,/wp-admin/js/widgets/about.php7,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:31,/wp-p.php7,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:31,/wp-admin/repeater.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:31,/wp-includes/repeater.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:31,/wp-content/repeater.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:31,/wsoyanz.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:31,/yanz.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:31,/wp-content/plugins/seoo/wsoyanz.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:32,/wp-content/plugins/seoo/wsoyanz1.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:32,/cache-compat.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:32,/ajax-actions.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:32,/wp-admin/ajax-actions.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:32,/wp-consar.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:32,/repeater.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:32,/admin-post.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:32,/wp-admin/maint/maint/ajax-actions.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:32,/wp-admin/dropdown.php,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:32,/wp-admin/css/index.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:33,/dropdown.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:33,/about.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:33,/about.php7,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:33,/alfanew.php7,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:33,/adminfuns.php7,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:33,/ebs.php7,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:33,/ws.php7,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:33,/alfanew2.php7,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:33,/alfa-rex2.php7,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:33,/wp-admin/images/index.php,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:33,/wp-admin/css/colors/index.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.115.200,2024-10-21 01:03:34,/wp-content/themes/seotheme/mar.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:34,/wp-content/plugins/seoplugins/mar.php,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:34,/.well-known/pki-validation/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:34,/.well-known/acme-challenge/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:34,/wp-admin/network/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:34,/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:34,/cgi-bin/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:34,/css/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:34,/wp-admin/user/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:34,/img/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:35,/wp-admin/css/colors/coffee/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,5,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:35,/wp-admin/images/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:35,/images/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:35,/wp-admin/js/widgets/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.230.7,2024-10-21 01:03:35,/wp-admin/css/colors/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:35,/wp-admin/includes/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,3,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:35,/wp-admin/css/colors/blue/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,5,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.158.139,2024-10-21 01:03:35,/wp-admin/xmrlpc.php?p=,HTTP/1.1,404,489,-,-,1,0,3,2,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.110.31,2024-10-21 01:03:35,/text.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.52,2024-10-21 01:03:35,/wp-admin/network/index.php,HTTP/1.1,302,455,-,-,1,0,3,3,False,True,server_error,False,True,False,True,False,False,False,0,0,False,False,True,False,False
162.158.154.86,2024-10-21 01:03:36,/makeasmtp.php,HTTP/1.1,404,489,-,-,1,0,3,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
::1,2024-10-21 01:03:41,*,HTTP/1.0,200,126,-,apache/2.4.52 (ubuntu) (internal dummy connection),1,0,3,0,True,False,success,False,False,True,False,False,True,False,0,0,False,False,True,False,False
::1,2024-10-21 01:03:42,*,HTTP/1.0,200,126,-,apache/2.4.52 (ubuntu) (internal dummy connection),1,0,3,0,True,False,success,False,False,True,False,False,True,False,0,0,False,False,True,False,False
83.97.73.245,2024-10-21 01:03:58,/?XDEBUG_SESSION_START=phpstorm,HTTP/1.1,301,270,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/78.0.3904.108 safari/537.36",1,0,3,1,False,True,server_error,False,True,False,True,False,False,False,0,0,True,False,False,False,False
83.97.73.245,2024-10-21 01:03:59,/?XDEBUG_SESSION_START=phpstorm,HTTP/1.1,200,15392,http://167.99.55.110:80/?XDEBUG_SESSION_START=phpstorm,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/78.0.3904.108 safari/537.36",1,0,3,1,False,True,success,False,False,True,True,False,False,False,1,0,True,False,False,False,False
4.233.194.64,2024-10-21 01:05:41,/.env,HTTP/1.1,404,490,-,"mozilla/5.0 (linux; u; android 4.4.2; en-us; hm note 1w build/kot49h) applewebkit/534.30 (khtml, like gecko) version/4.0 ucbrowser/11.0.5.850 u3/0.8.0 mobile safari/534.30",1,0,5,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,False,True,False
4.233.194.64,2024-10-21 01:05:41,/,HTTP/1.1,200,15396,-,"mozilla/5.0 (linux; u; android 4.4.2; en-us; hm note 1w build/kot49h) applewebkit/534.30 (khtml, like gecko) version/4.0 ucbrowser/11.0.5.850 u3/0.8.0 mobile safari/534.30",1,0,5,1,False,True,success,False,False,True,False,False,False,True,0,0,False,False,False,True,False
167.99.55.110,2024-10-21 01:14:06,/wp-cron.php?doing_wp_cron=1729473246.3613929748535156250000,HTTP/1.1,200,259,-,wordpress/6.6.1; http://blog.thx.bz,1,0,14,1,False,True,success,False,False,True,False,False,False,True,0,0,False,False,False,False,True
179.43.191.98,2024-10-21 01:14:06,/,HTTP/1.1,301,221,-,-,1,0,14,1,False,True,server_error,False,True,False,True,False,False,False,0,0,False,False,True,False,False
162.158.63.54,2024-10-21 01:40:23,/,HTTP/1.1,200,15400,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/88.0.4240.193 safari/537.36",1,0,40,1,False,True,success,False,False,True,True,False,False,False,0,0,True,False,False,False,False
162.158.63.54,2024-10-21 01:40:23,/wp-login.php,HTTP/1.1,200,2115,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/88.0.4240.193 safari/537.36",1,0,40,1,False,True,success,False,False,True,True,False,False,False,0,0,True,False,False,False,False
172.70.110.169,2024-10-21 01:40:24,/?author=1,HTTP/1.1,200,13099,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/88.0.4240.193 safari/537.36",1,0,40,1,False,True,success,False,False,True,True,False,False,False,0,0,True,False,False,False,False
162.158.155.127,2024-10-21 01:40:24,/?author=2,HTTP/1.1,404,57123,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/88.0.4240.193 safari/537.36",1,0,40,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
162.158.158.227,2024-10-21 01:40:25,/?author=3,HTTP/1.1,404,57123,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/88.0.4240.193 safari/537.36",1,0,40,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
162.158.155.127,2024-10-21 01:40:25,/wp-json/wp/v2/users/,HTTP/1.1,404,489,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/88.0.4240.193 safari/537.36",1,0,40,5,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
172.70.231.80,2024-10-21 01:40:25,/wp-json/oembed/1.0/embed?url=http://robocandidato.com.br,HTTP/1.1,404,490,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/88.0.4240.193 safari/537.36",1,0,40,6,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
172.70.110.169,2024-10-21 01:40:26,/xmlrpc.php,HTTP/1.1,301,559,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/88.0.4240.193 safari/537.36",1,0,40,1,False,True,server_error,False,True,False,False,False,False,True,0,0,True,False,False,False,False
143.110.222.166,2024-10-21 02:03:16,/,HTTP/1.1,200,15340,-,"mozilla/5.0 (iphone; cpu iphone os 16_1 like mac os x) applewebkit/605.1.15 (khtml, like gecko) version/16.1 mobile/15e148 safari/604.1",2,0,3,1,False,True,success,False,False,True,True,False,False,False,0,0,False,False,False,True,False
193.177.162.138,2024-10-21 02:04:01,/,HTTP/1.1,200,15340,-,"mozilla/5.0 (x11; linux x86_64) applewebkit/537.36 (khtml, like gecko) chrome/81.0.4044.129 safari/537.36",2,0,4,1,False,True,success,False,False,True,True,False,False,False,0,0,True,False,False,False,False
193.177.162.138,2024-10-21 02:04:01,/.env,HTTP/1.1,404,434,-,"mozilla/5.0 (x11; linux x86_64) applewebkit/537.36 (khtml, like gecko) chrome/81.0.4044.129 safari/537.36",2,0,4,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
193.177.162.138,2024-10-21 02:04:01,/phpinfo,HTTP/1.1,404,434,-,"mozilla/5.0 (x11; linux x86_64) applewebkit/537.36 (khtml, like gecko) chrome/81.0.4044.129 safari/537.36",2,0,4,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
193.177.162.138,2024-10-21 02:04:01,/phpinfo.php,HTTP/1.1,404,434,-,"mozilla/5.0 (x11; linux x86_64) applewebkit/537.36 (khtml, like gecko) chrome/81.0.4044.129 safari/537.36",2,0,4,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
178.215.238.68,2024-10-21 02:05:40,/login.rsp,HTTP/1.1,404,453,-,hello world,2,0,5,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.111.167,2024-10-21 02:21:47,/simple.php,HTTP/1.1,404,490,www.google.com,"mozlila/5.0 (linux; android 7.0; sm-g892a bulid/nrd90m; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/60.0.3112.107 moblie safari/537.36",2,0,21,1,False,True,client_error,True,False,False,True,False,False,False,1,0,True,False,False,False,False
83.97.73.245,2024-10-21 02:22:31,/actuator/gateway/routes,HTTP/1.1,404,453,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/78.0.3904.108 safari/537.36",2,0,22,3,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
162.158.62.241,2024-10-21 02:23:03,/style.php,HTTP/1.1,404,490,www.google.com,"mozlila/5.0 (linux; android 7.0; sm-g892a bulid/nrd90m; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/60.0.3112.107 moblie safari/537.36",2,0,23,1,False,True,client_error,True,False,False,True,False,False,False,1,0,True,False,False,False,False
5.181.190.29,2024-10-21 02:31:22,/cgi-bin/luci/;stok=/locale,HTTP/1.1,404,434,-,-,2,0,31,4,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
198.98.54.234,2024-10-21 02:32:54,/command_port.ini,HTTP/1.1,404,453,-,-,2,0,32,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
167.99.55.110,2024-10-21 02:33:35,/wp-cron.php?doing_wp_cron=1729478015.0605409145355224609375,HTTP/1.1,200,259,-,wordpress/6.6.1; http://blog.thx.bz,2,0,33,1,False,True,success,False,False,True,False,False,False,True,0,0,False,False,False,False,True
179.43.191.98,2024-10-21 02:33:35,/,HTTP/1.1,301,221,-,-,2,0,33,1,False,True,server_error,False,True,False,True,False,False,False,0,0,False,False,True,False,False
83.97.73.245,2024-10-21 02:52:21,/geoserver,HTTP/1.1,404,453,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/78.0.3904.108 safari/537.36",2,0,52,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
5.8.11.202,2024-10-21 02:55:47,/,HTTP/1.1,301,221,-,fasthttp,2,0,55,1,False,True,server_error,False,True,False,True,False,False,False,0,0,False,False,True,False,False
5.8.11.202,2024-10-21 02:55:47,/server-status,HTTP/1.1,403,456,-,go-http-client/1.1,2,0,55,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
80.82.77.202,2024-10-21 02:55:47,/aaa9,HTTP/1.1,404,453,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/70.0.3538.77 safari/537.36",2,0,55,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
80.82.77.202,2024-10-21 02:55:48,/aab9,HTTP/1.1,404,453,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/70.0.3538.77 safari/537.36",2,0,55,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
5.8.11.202,2024-10-21 02:56:06,/server-status,HTTP/1.1,403,456,-,go-http-client/1.1,2,0,56,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
80.82.77.202,2024-10-21 02:56:06,/aaa9,HTTP/1.1,404,453,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/70.0.3538.77 safari/537.36",2,0,56,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
80.82.77.202,2024-10-21 02:56:06,/aab9,HTTP/1.1,404,453,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/70.0.3538.77 safari/537.36",2,0,56,1,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
178.215.238.68,2024-10-21 03:04:09,/login.rsp,HTTP/1.1,404,453,-,hello world,3,0,4,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
143.110.222.166,2024-10-21 03:09:41,/,HTTP/1.1,200,15340,-,"mozilla/5.0 (iphone; cpu iphone os 16_1 like mac os x) applewebkit/605.1.15 (khtml, like gecko) version/16.1 mobile/15e148 safari/604.1",3,0,9,1,False,True,success,False,False,True,True,False,False,False,0,0,False,False,False,True,False
167.99.55.110,2024-10-21 03:29:19,/wp-cron.php?doing_wp_cron=1729481359.8101320266723632812500,HTTP/1.1,200,259,-,wordpress/6.6.1; http://blog.thx.bz,3,0,29,1,False,True,success,False,False,True,False,False,False,True,0,0,False,False,False,False,True
162.158.155.142,2024-10-21 03:29:19,/,HTTP/1.1,200,15400,-,blackberry8330/4.3.0 profile/midp-2.0 configuration/cldc-1.1 vendorid/105,3,0,29,1,False,True,success,False,False,True,True,False,False,False,0,0,False,False,True,False,False
172.70.111.167,2024-10-21 03:29:39,//blog.thx.bz/wp-includes/js/dist/vendor/wp-polyfill-importmap.min.js,HTTP/1.1,404,490,-,"mozilla/5.0 (windows nt 6.1; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/76.0.3809.100 safari/537.36",3,0,29,7,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
162.158.155.38,2024-10-21 03:29:39,//blog.thx.bz/wp-includes/blocks/navigation/view.min.js,HTTP/1.1,404,490,-,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/75.0.3770.100 safari/537.36",3,0,29,6,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
172.70.111.179,2024-10-21 03:29:39,/interactivity.min.js,HTTP/1.1,404,490,-,"mozilla/5.0 (symbian/3; series60/5.2 nokian8-00/014.002; profile/midp-2.1 configuration/cldc-1.1; en-us) applewebkit/525 (khtml, like gecko) version/3.0 browserng/7.2.6.4 3gpp-gba",3,0,29,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,True,False,False
172.70.114.44,2024-10-21 03:29:39,//blog.thx.bz/wp-includes/js/dist/interactivity.min.js,HTTP/1.1,404,490,-,"mozilla/5.0 (macintosh; intel mac os x 10_14_2) applewebkit/537.36 (khtml, like gecko) chrome/75.0.3770.142 safari/537.36",3,0,29,6,False,True,client_error,True,False,False,True,False,False,False,0,0,True,False,False,False,False
162.158.154.229,2024-10-21 03:29:39,/wp-emoji-release.min.js,HTTP/1.1,404,490,-,"mozilla/5.0 (iphone; cpu iphone os 11_4 like mac os x) applewebkit/604.1.34 (khtml, like gecko) crios/76.0.3809.81 mobile/15e148 safari/604.1",3,0,29,1,False,True,client_error,True,False,False,True,False,False,False,0,0,False,False,False,True,False
